patch_id,input_file,solver_name,solver_label,run_status,solver_success,stop_reason,height,width,num_pixels,num_links,num_valid_links,iterations,nfev,njev,end_to_end_seconds,optimizer_seconds,output_npz,error,completed_at_utc,solver_config_sha256
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190800_patch002,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190800_patch002.json,idw,IDW,completed,True,,512,496,253952,,,,,,7.7519119159987895,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190800_patch002_solution.npz,,2026-07-15T08:39:21.407768+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190900_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190900_patch001.json,idw,IDW,completed,True,,544,432,235008,,,,,,6.72806949999358,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190900_patch001_solution.npz,,2026-07-15T08:39:28.139017+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301192000_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301192000_patch000.json,idw,IDW,completed,True,,496,704,349184,,,,,,8.826197166999918,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301192000_patch000_solution.npz,,2026-07-15T08:39:36.969241+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301200400_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301200400_patch000.json,idw,IDW,completed,True,,496,528,261888,,,,,,8.514788499989663,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301200400_patch000_solution.npz,,2026-07-15T08:39:45.487479+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301200800_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301200800_patch001.json,idw,IDW,completed,True,,560,592,331520,,,,,,8.998909250003635,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301200800_patch001_solution.npz,,2026-07-15T08:39:54.489508+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301201300_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301201300_patch000.json,idw,IDW,completed,True,,416,400,166400,,,,,,4.5317139999970095,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301201300_patch000_solution.npz,,2026-07-15T08:39:59.024251+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301201600_patch002,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301201600_patch002.json,idw,IDW,completed,True,,400,400,160000,,,,,,4.096687709010439,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301201600_patch002_solution.npz,,2026-07-15T08:40:03.123504+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210300_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210300_patch000.json,idw,IDW,completed,True,,496,544,269824,,,,,,8.609216583005036,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210300_patch000_solution.npz,,2026-07-15T08:40:11.734978+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210800_patch002,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210800_patch002.json,idw,IDW,completed,True,,576,608,350208,,,,,,9.786011374992086,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210800_patch002_solution.npz,,2026-07-15T08:40:21.523378+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210900_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210900_patch000.json,idw,IDW,completed,True,,592,672,397824,,,,,,12.17052266599785,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301210900_patch000_solution.npz,,2026-07-15T08:40:33.696430+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211500_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211500_patch000.json,idw,IDW,completed,True,,496,416,206336,,,,,,5.747417916994891,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211500_patch000_solution.npz,,2026-07-15T08:40:39.446817+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211800_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211800_patch000.json,idw,IDW,completed,True,,448,400,179200,,,,,,4.962062499995227,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211800_patch000_solution.npz,,2026-07-15T08:40:44.412289+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211900_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211900_patch000.json,idw,IDW,completed,True,,656,464,304384,,,,,,9.94238012500864,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211900_patch000_solution.npz,,2026-07-15T08:40:54.357651+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211900_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211900_patch001.json,idw,IDW,completed,True,,672,400,268800,,,,,,7.679325499993865,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301211900_patch001_solution.npz,,2026-07-15T08:41:02.040892+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301212300_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301212300_patch000.json,idw,IDW,completed,True,,512,432,221184,,,,,,6.196173291988089,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301212300_patch000_solution.npz,,2026-07-15T08:41:08.240046+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301220000_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301220000_patch001.json,idw,IDW,completed,True,,512,560,286720,,,,,,9.107160958999884,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301220000_patch001_solution.npz,,2026-07-15T08:41:17.350751+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301220100_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301220100_patch001.json,idw,IDW,completed,True,,464,416,193024,,,,,,5.217833708011312,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301220100_patch001_solution.npz,,2026-07-15T08:41:22.571404+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301221200_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301221200_patch000.json,idw,IDW,completed,True,,528,672,354816,,,,,,10.926104457990732,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301221200_patch000_solution.npz,,2026-07-15T08:41:33.500909+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301222100_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301222100_patch000.json,idw,IDW,completed,True,,416,448,186368,,,,,,5.084762708997005,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301222100_patch000_solution.npz,,2026-07-15T08:41:38.588834+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301230100_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301230100_patch000.json,idw,IDW,completed,True,,480,496,238080,,,,,,6.517887000009068,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301230100_patch000_solution.npz,,2026-07-15T08:41:45.111589+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301230600_patch003,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301230600_patch003.json,idw,IDW,completed,True,,560,480,268800,,,,,,7.283378582986188,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301230600_patch003_solution.npz,,2026-07-15T08:41:52.397599+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch001.json,idw,IDW,completed,True,,528,592,312576,,,,,,9.442128291004337,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch001_solution.npz,,2026-07-15T08:42:01.843022+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch002,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch002.json,idw,IDW,completed,True,,448,736,329728,,,,,,9.461883875002968,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch002_solution.npz,,2026-07-15T08:42:11.307337+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch003,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch003.json,idw,IDW,completed,True,,608,448,272384,,,,,,7.039413833001163,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231200_patch003_solution.npz,,2026-07-15T08:42:18.349158+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231300_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231300_patch001.json,idw,IDW,completed,True,,736,416,306176,,,,,,7.798787416992127,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231300_patch001_solution.npz,,2026-07-15T08:42:26.150562+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231400_patch002,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231400_patch002.json,idw,IDW,completed,True,,656,512,335872,,,,,,10.125529417011421,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231400_patch002_solution.npz,,2026-07-15T08:42:36.279208+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231400_patch003,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231400_patch003.json,idw,IDW,completed,True,,464,736,341504,,,,,,9.85352387499006,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231400_patch003_solution.npz,,2026-07-15T08:42:46.135815+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231600_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231600_patch001.json,idw,IDW,completed,True,,496,608,301568,,,,,,7.860912541989819,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231600_patch001_solution.npz,,2026-07-15T08:42:53.999872+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231700_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231700_patch000.json,idw,IDW,completed,True,,608,480,291840,,,,,,8.934438083000714,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231700_patch000_solution.npz,,2026-07-15T08:43:02.939001+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231900_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231900_patch000.json,idw,IDW,completed,True,,480,688,330240,,,,,,8.522638291993644,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301231900_patch000_solution.npz,,2026-07-15T08:43:11.464431+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301240500_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301240500_patch000.json,idw,IDW,completed,True,,736,672,494592,,,,,,14.140461165996385,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301240500_patch000_solution.npz,,2026-07-15T08:43:25.607869+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301240700_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301240700_patch000.json,idw,IDW,completed,True,,416,464,193024,,,,,,5.041750332995434,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301240700_patch000_solution.npz,,2026-07-15T08:43:30.652404+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241500_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241500_patch000.json,idw,IDW,completed,True,,576,752,433152,,,,,,10.671174874994904,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241500_patch000_solution.npz,,2026-07-15T08:43:41.325999+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241500_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241500_patch001.json,idw,IDW,completed,True,,432,544,235008,,,,,,6.0811580829904415,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241500_patch001_solution.npz,,2026-07-15T08:43:47.412806+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241700_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241700_patch000.json,idw,IDW,completed,True,,448,512,229376,,,,,,6.131445417006034,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/idw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301241700_patch000_solution.npz,,2026-07-15T08:43:53.546839+00:00,c498ece09b33dcbe9c0a4bbd7e77a5c77d705aa02f674775435fbafc6f3ef072
