patch_id,input_file,solver_name,solver_label,run_status,solver_success,stop_reason,height,width,num_pixels,num_links,num_valid_links,iterations,nfev,njev,end_to_end_seconds,optimizer_seconds,output_npz,error,completed_at_utc,solver_config_sha256
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301180600_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301180600_patch000.json,ildw,ILDW,completed,True,,480,448,215040,,,,,,15.405367375002243,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301180600_patch000_solution.npz,,2026-07-15T08:50:39.539880+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301180900_patch002,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301180900_patch002.json,ildw,ILDW,completed,True,,480,400,192000,,,,,,13.614524625008926,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301180900_patch002_solution.npz,,2026-07-15T08:50:53.158308+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181200_patch003,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181200_patch003.json,ildw,ILDW,completed,True,,400,512,204800,,,,,,16.12310058399453,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181200_patch003_solution.npz,,2026-07-15T08:51:09.286953+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181300_patch002,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181300_patch002.json,ildw,ILDW,completed,True,,432,480,207360,,,,,,16.307327957998496,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181300_patch002_solution.npz,,2026-07-15T08:51:25.598180+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181900_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181900_patch000.json,ildw,ILDW,completed,True,,560,496,277760,,,,,,18.84128041700751,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301181900_patch000_solution.npz,,2026-07-15T08:51:44.444937+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190000_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190000_patch000.json,ildw,ILDW,completed,True,,480,576,276480,,,,,,21.370774416005588,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190000_patch000_solution.npz,,2026-07-15T08:52:05.820040+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190300_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190300_patch000.json,ildw,ILDW,completed,True,,624,560,349440,,,,,,25.864042000001064,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190300_patch000_solution.npz,,2026-07-15T08:52:31.688021+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190300_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190300_patch001.json,ildw,ILDW,completed,True,,672,544,365568,,,,,,28.049491249999846,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190300_patch001_solution.npz,,2026-07-15T08:52:59.741579+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190700_patch000,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190700_patch000.json,ildw,ILDW,completed,True,,672,528,354816,,,,,,23.397916500005522,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190700_patch000_solution.npz,,2026-07-15T08:53:23.143816+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190800_patch001,est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190800_patch001.json,ildw,ILDW,completed,True,,624,400,249600,,,,,,14.838652374994126,,/Users/isoto/Projects/Rainfall-Estimation/Compute-Link-Attenuations/HundredPatches/pipeline/timing/all_methods/solutions/ildw/est_input_RAD_OPERA_HOURLY_RAINFALL_ACCUMULATION_202301190800_patch001_solution.npz,,2026-07-15T08:53:37.986776+00:00,c63dbd040a8d28f83e097f3d9c7e95f03eaaa63d0ac3e08ef4ab67d8459f86d1
